Data_1,Data_2,Data_3,Data_4,Data_5,Data_6,Data_7,Data_8,Data_9,Data_10,Data_11,Data_12,Data_13,Data_14,Data_15,Data_16,TimeStampGlob
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14077663421631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15037703514099
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15989279747009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16972970962524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17920732498169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18861079216003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19837117195129
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20807194709778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21772837638855
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22690415382385
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23648166656494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24612975120544
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25591683387756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.26529383659363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2755331993103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28454089164734
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.29401206970215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.30357599258423
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3131217956543
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.32323932647705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.33278727531433
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.34211850166321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.35149383544922
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36094236373901
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.37045645713806
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.38046312332153
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39003086090088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39961528778076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4091784954071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.41872119903564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42837429046631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43783259391785
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44762182235718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.45709300041199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46659731864929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47617268562317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.48580694198608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.49535441398621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5048816204071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.51453042030334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5242965221405
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53360223770142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54333543777466
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55299687385559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56249618530273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.57192158699036
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58151006698608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.59097385406494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60086488723755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61047339439392
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61990928649902
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.62946200370789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6391019821167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.64856600761414
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6577455997467
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.66780233383179
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.67768669128418
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68692541122437
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.696448802948
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.70583057403564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7153525352478
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72486877441406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73464870452881
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.74417471885681
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75400567054749
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76372861862183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77311968803406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78270030021667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.79207849502563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.80152559280396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.81111454963684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8205783367157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83019876480103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84027719497681
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84971904754639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85922813415527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86868596076965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.87859487533569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88838839530945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8977267742157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.90719032287598
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.91689443588257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92654776573181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93620705604553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9456958770752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95536231994629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96492505073547
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97461819648743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98423886299133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.99370527267456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00343537330627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0129816532135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02245306968689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03205180168152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04162788391113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05107283592224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.06056785583496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0701904296875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07974863052368
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08921527862549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09881973266602
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10864615440369
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.11832857131958
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12756514549255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13711285591125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.146733045578
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1562340259552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16618967056274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17580127716064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18532228469849
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19485187530518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20442986488342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21396827697754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22363996505737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.23309969902039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24296855926514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2524402141571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.26187658309937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27147030830383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28114175796509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.29042077064514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.30007386207581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30962729454041
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.31919860839844
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32905602455139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.33859014511108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3479540348053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3576865196228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36742091178894
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.37712264060974
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38679265975952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39623045921326
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.40587258338928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.41544508934021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42498517036438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.43476796150208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.44431161880493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.45385026931763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46350312232971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.47281670570374
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.48236656188965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4921281337738
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50165319442749
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.51114773750305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.52090787887573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5303418636322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.539879322052
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.54944062232971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.55900382995605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.56852245330811
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.57807350158691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58768129348755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5971827507019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.60691809654236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.61629414558411
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.62590718269348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6359121799469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6451404094696
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6547749042511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.66445755958557
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67395234107971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.68357181549072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69315695762634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.70273327827454
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71218204498291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72188305854797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.73147487640381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74121165275574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7502555847168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75974869728088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76939392089844
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77926874160767
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7890100479126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79859781265259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80806493759155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.81750988960266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82703423500061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83681035041809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84640765190125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85607171058655
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86557579040527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87505650520325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8847861289978
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.89408850669861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.90368247032166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.913405418396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.92310690879822
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.93277502059937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94224548339844
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9518141746521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.96152710914612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97081875801086
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.98051047325134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99005937576294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99983358383179
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.00910711288452
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01859831809998
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0285017490387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03800249099731
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04776287078857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.05712890625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.06674551963806
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.07638573646545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.08580875396729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.09553837776184
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.10515403747559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.11475276947021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.12437748908997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1339955329895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14306640625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15255618095398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1625657081604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.17199945449829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.18179726600647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.19132709503174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.20091390609741
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.21049952507019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22009682655334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.22970604896545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23913145065308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24884104728699
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.25851106643677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.26799821853638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27735114097595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2872211933136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.29684352874756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30633115768433
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31599545478821
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.32556533813477
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33510708808899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34473371505737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.35433411598206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3635094165802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37311601638794
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.38284063339233
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39235234260559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.40196180343628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4115309715271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.42121624946594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430828332901
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44025588035583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.44981074333191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45962452888489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.46915316581726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.47855687141418
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.48809242248535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.49749684333801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50712132453918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.51707124710083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.52672624588013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.536217212677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54566884040833
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.55525207519531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.56490969657898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.57465648651123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58411955833435
