Time,Force_Data
1738244464.0613768,0.8569908109979201
1738244464.0760982,0.8561487015217255
1738244464.0939617,0.8549297236712694
1738244464.1110458,0.8537555083896403
1738244464.1255977,0.8523723511257693
1738244464.1440864,0.8503028356242266
1738244464.1616783,0.8469379789888378
1738244464.175649,0.8430461344637115
1738244464.1941705,0.8375003690863414
1738244464.2122507,0.830723861676174
1738244464.2260983,0.8242456739250721
1738244464.245246,0.8151072568668406
1738244464.2617185,0.806049209838457
1738244464.2766287,0.7960967728008046
1738244464.2950015,0.7850363290141689
1738244464.3120997,0.7728486131816686
1738244464.326378,0.7632695837486969
1738244464.3447337,0.7506807510844722
1738244464.3625038,0.7389584319540818
1738244464.3766952,0.7316230028220516
1738244464.3947408,0.7255072822670207
1738244464.4121585,0.7236673447240057
1738244464.4335177,0.7264105510145599
1738244464.4535315,0.7332287129323352
1738244464.4685578,0.740515076077258
1738244464.4853933,0.7519150073251857
1738244464.50448,0.7641583246399595
1738244464.518704,0.778445515830031
1738244464.5357049,0.794080372948072
1738244464.5547316,0.8142710914375613
1738244464.569256,0.831377161693248
1738244464.585798,0.8500832511793518
1738244464.6045768,0.8727110663362898
1738244464.619317,0.8897901808799114
1738244464.635496,0.9069528776264064
1738244464.65511,0.9251202831303205
1738244464.669304,0.93878382703483
1738244464.6854832,0.9518386465131623
1738244464.7046037,0.9646705938255592
1738244464.7198164,0.9704200279548831
1738244464.7360256,0.9722581030110254
1738244464.7553334,0.9682751085138289
1738244464.7694604,0.958962083485646
1738244464.7861328,0.9462839489934087
1738244464.805439,0.9317830591017427
1738244464.819567,0.9203473604154961
1738244464.836123,0.9114918106277141
1738244464.8551214,0.9070439616478793
1738244464.8698914,0.9059646961719483
1738244464.8859212,0.905399040984708
1738244464.9057631,0.9019788559318435
1738244464.9198823,0.8958597521337601
1738244464.9361546,0.8859158710733547
1738244464.955448,0.87032195752081
1738244464.970611,0.8574793956277997
1738244464.986411,0.8405347959819501
1738244465.0058053,0.8222273142883761
1738244465.0199254,0.8089510231881628
1738244465.0367126,0.7976249990664064
1738244465.0557663,0.7800151972384155
1738244465.0700843,0.763795365851783
1738244465.0860932,0.7350197693949614
1738244465.1060567,0.6984933487913487
1738244465.120702,0.6623405602952717
1738244465.1371267,0.6140591875627835
1738244465.155912,0.5586013418718887
1738244465.17042,0.5097402322053979
1738244465.1868978,0.44803437987574046
1738244465.2057705,0.348471690108856
1738244465.2204263,0.26622646557788865
1738244465.2364457,0.17964426882037174
1738244465.2561116,0.08809428691928844
1738244465.2705443,0.03859155482484922
1738244465.2867954,0.005680453175534384
1738244465.305889,-0.012634063217456701
1738244465.3205674,-0.0174129657018336
1738244465.3366475,-0.016223792936590323
1738244465.3560734,-0.01202508752234587
1738244465.3705568,-0.007880758428720939
1738244465.3874035,-0.004364381988249762
1738244465.407293,-0.0012321577033930183
1738244465.4210572,9.899016792257653e-05
1738244465.436792,0.000447530203776868
1738244465.456037,-0.0005894093958710934
1738244465.4707232,-0.0021371406653150167
1738244465.4866529,-0.004844665509412744
1738244465.506565,-0.009057778119363528
1738244465.5209394,-0.011843025039069432
1738244465.5371351,-0.014124133756501334
1738244465.5563335,-0.012014112752690858
1738244465.5707035,-0.0021128675074363265
1738244465.5869117,0.01801998478956407
1738244465.6065965,0.059832067376205535
1738244465.6208444,0.11175961069013023
1738244465.6372976,0.16760884570991996
1738244465.6561828,0.26124420007856347
1738244465.6707065,0.32060339487954337
1738244465.6870055,0.3896534236248532
1738244465.7070606,0.4564474113625265
1738244465.721508,0.5132819439510347
1738244465.7372897,0.5666471003100038
1738244465.75634,0.6533098712866968
1738244465.7708304,0.6988478169288418
1738244465.786506,0.7595680535916872
1738244465.8060906,0.8113292033727436
1738244465.8208034,0.8357480863204244
1738244465.83701,0.8568382254471035
1738244465.8563602,0.8720951440332256
1738244465.8706048,0.8789822205966971
1738244465.8867598,0.8843275084017651
1738244465.9064455,0.8890494926116487
1738244465.9209485,0.8917512220229773
1738244465.9372058,0.8940760567856438
1738244465.9560976,0.8964214609345098
1738244465.970492,0.8983432856664734
1738244465.9868033,0.9000856115488637
1738244466.007196,0.9020859981505469
1738244466.021694,0.9039338338893369
1738244466.0374324,0.9051879270530956
1738244466.0568442,0.9057929348782028
1738244466.071057,0.9055990052361264
1738244466.0871286,0.9047460278586011
1738244466.107368,0.9030307987479291
1738244466.1213834,0.901768328661471
1738244466.138054,0.8999930509826061
1738244466.1577692,0.8980382476617013
1738244466.17258,0.8965001195022776
1738244466.1890357,0.8945952032248035
1738244466.2073004,0.891725517924809
1738244466.2216256,0.8893915194362828
1738244466.238059,0.8868623416846654
1738244466.2576015,0.8819895813171291
1738244466.271093,0.8771838374124843
1738244466.2873366,0.8717911634950967
1738244466.3068843,0.8638826923871423
1738244466.3216803,0.8566584987508069
1738244466.3382516,0.8491920075773418
1738244466.3573947,0.8382470761217427
1738244466.3713224,0.8289329194277727
1738244466.388163,0.8181035299249436
