Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_stamp,quat_x,quat_y,quat_z,quat_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,gravity_x,gravity_y,gravity_z
1738244464.0609107,26769,0,0,,0.0,-0.65,0.31,0.66,0.2,0.18,0.32,-0.01,-9.77,1.09,-0.65,0.0,0.0,0.0,-9.68,1.45,-0.5
1738244464.0754213,26770,0,0,,0.0,-0.66,0.31,0.66,0.2,0.16,0.28,-0.0,-9.83,0.93,-0.4,0.0,0.0,0.0,-9.68,1.45,-0.56
1738244464.0938911,26771,0,0,,0.0,-0.66,0.32,0.65,0.2,0.14,0.26,0.0,-9.82,1.03,-0.38,0.0,0.0,0.0,-9.67,1.44,-0.61
1738244464.1107442,26772,0,0,,0.0,-0.66,0.32,0.65,0.2,0.02,0.26,0.03,-9.68,0.94,-0.65,0.0,0.0,0.0,-9.67,1.44,-0.64
1738244464.1252873,26773,0,0,,0.0,-0.66,0.32,0.65,0.2,-0.02,0.26,0.02,-9.5,1.11,-0.98,0.0,0.0,0.0,-9.67,1.44,-0.69
1738244464.1438522,26774,0,0,,0.0,-0.66,0.32,0.65,0.2,-0.11,0.26,0.06,-9.82,1.08,-0.41,0.0,0.0,0.0,-9.67,1.45,-0.73
1738244464.1611276,26775,0,0,,0.0,-0.66,0.32,0.65,0.2,-0.11,0.25,0.05,-9.49,1.43,-0.91,0.0,0.0,0.0,-9.66,1.45,-0.75
1738244464.1755176,26776,0,0,,0.0,-0.66,0.32,0.65,0.2,-0.11,0.27,0.05,-9.71,1.43,-0.34,0.0,0.0,0.0,-9.66,1.46,-0.8
1738244464.193725,26777,0,0,,0.0,-0.67,0.32,0.65,0.2,-0.07,0.28,-0.06,-9.36,1.29,-1.14,0.0,0.0,0.0,-9.66,1.44,-0.85
1738244464.2116697,26778,0,0,,0.0,-0.67,0.32,0.65,0.2,-0.05,0.33,-0.09,-9.78,1.37,-0.51,0.0,0.0,0.0,-9.66,1.43,-0.88
1738244464.2258813,26779,0,0,,0.0,-0.67,0.32,0.64,0.19,-0.06,0.36,-0.1,-9.83,1.01,-0.79,0.0,0.0,0.0,-9.65,1.42,-0.94
1738244464.2443979,26780,0,0,,0.0,-0.67,0.32,0.64,0.19,-0.07,0.37,-0.11,-9.78,1.12,-0.99,0.0,0.0,0.0,-9.65,1.4,-1.01
1738244464.2613444,26781,0,0,,0.0,-0.67,0.32,0.64,0.19,-0.08,0.36,-0.11,-9.71,0.85,-0.97,0.0,0.0,0.0,-9.65,1.39,-1.04
1738244464.2761397,26782,0,0,,0.0,-0.68,0.31,0.64,0.19,-0.07,0.36,-0.11,-9.59,1.01,-1.08,0.0,0.0,0.0,-9.64,1.36,-1.11
1738244464.294636,26783,0,0,,0.0,-0.68,0.31,0.63,0.19,-0.07,0.38,-0.11,-9.75,0.89,-0.76,0.0,0.0,0.0,-9.64,1.33,-1.17
1738244464.3117905,26784,0,0,,0.0,-0.68,0.31,0.63,0.19,-0.04,0.38,-0.12,-9.39,0.92,-1.54,0.0,0.0,0.0,-9.64,1.32,-1.2
1738244464.3260043,26785,0,0,,0.0,-0.68,0.31,0.63,0.19,0.02,0.41,-0.14,-9.59,0.84,-1.37,0.0,0.0,0.0,-9.63,1.3,-1.28
1738244464.3443964,26786,0,0,,0.0,-0.69,0.31,0.63,0.19,0.05,0.41,-0.14,-9.59,0.85,-1.26,0.0,0.0,0.0,-9.62,1.27,-1.36
1738244464.3620846,26787,0,0,,0.0,-0.69,0.31,0.63,0.19,0.06,0.43,-0.14,-9.7,0.89,-1.07,0.0,0.0,0.0,-9.62,1.26,-1.4
1738244464.3765492,26788,0,0,,0.0,-0.69,0.31,0.62,0.19,0.03,0.44,-0.14,-9.39,0.73,-1.92,0.0,0.0,0.0,-9.61,1.23,-1.48
1738244464.3944836,26789,0,0,,0.0,-0.69,0.31,0.62,0.19,0.02,0.45,-0.15,-9.88,0.86,-0.94,0.0,0.0,0.0,-9.6,1.2,-1.56
1738244464.4119103,26790,0,0,,0.0,-0.7,0.31,0.62,0.19,0.0,0.46,-0.14,-9.59,0.73,-1.86,0.0,0.0,0.0,-9.59,1.19,-1.61
1738244464.43315,26791,0,0,,0.0,-0.7,0.31,0.61,0.19,0.03,0.45,-0.15,-9.58,0.78,-1.83,0.0,0.0,0.0,-9.58,1.16,-1.69
1738244464.45347,26792,0,0,,0.0,-0.7,0.31,0.61,0.19,0.08,0.46,-0.16,-9.75,0.79,-1.47,0.0,0.0,0.0,-9.57,1.13,-1.78
1738244464.4679632,26793,0,0,,0.0,-0.7,0.31,0.61,0.19,0.1,0.45,-0.16,-9.42,0.5,-2.15,0.0,0.0,0.0,-9.56,1.09,-1.86
1738244464.485109,26794,0,0,,0.0,-0.71,0.31,0.6,0.19,0.13,0.46,-0.17,-9.85,0.68,-1.36,0.0,0.0,0.0,-9.55,1.04,-1.95
1738244464.5039809,26795,0,0,,0.0,-0.71,0.31,0.6,0.19,0.18,0.47,-0.18,-9.61,0.41,-2.11,0.0,0.0,0.0,-9.53,1.0,-2.04
1738244464.5183356,26796,0,0,,0.0,-0.71,0.31,0.6,0.19,0.23,0.48,-0.2,-9.46,0.5,-2.16,0.0,0.0,0.0,-9.53,0.97,-2.09
1738244464.5351253,26797,0,0,,0.0,-0.72,0.32,0.59,0.2,0.27,0.5,-0.2,-9.62,0.76,-1.76,0.0,0.0,0.0,-9.51,0.92,-2.18
1738244464.554205,26798,0,0,,0.0,-0.72,0.32,0.59,0.2,0.31,0.5,-0.23,-9.68,0.9,-1.58,0.0,0.0,0.0,-9.49,0.86,-2.27
1738244464.5688982,26799,0,0,,0.0,-0.72,0.32,0.58,0.2,0.27,0.55,-0.28,-10.51,1.43,-1.69,0.0,0.0,0.0,-9.48,0.83,-2.33
1738244464.5852692,26800,0,0,,0.0,-0.72,0.32,0.58,0.2,0.25,0.55,-0.3,-9.76,0.5,-2.73,0.0,0.0,0.0,-9.46,0.76,-2.43
1738244464.6043952,26801,0,0,,0.0,-0.73,0.32,0.57,0.2,0.32,0.59,-0.32,-9.69,0.16,-2.49,0.0,0.0,0.0,-9.44,0.69,-2.55
1738244464.6188462,26802,0,0,,0.0,-0.73,0.32,0.57,0.2,0.43,0.6,-0.33,-9.88,0.5,-2.46,0.0,0.0,0.0,-9.43,0.65,-2.6
1738244464.6350212,26803,0,0,,0.0,-0.73,0.32,0.56,0.2,0.4,0.62,-0.35,-10.19,0.06,-2.18,0.0,0.0,0.0,-9.4,0.56,-2.72
1738244464.6549513,26804,0,0,,0.0,-0.74,0.32,0.56,0.21,0.36,0.62,-0.38,-9.89,0.04,-2.88,0.0,0.0,0.0,-9.37,0.47,-2.84
1738244464.6689844,26805,0,0,,0.0,-0.74,0.32,0.56,0.21,0.37,0.66,-0.44,-10.24,0.06,-1.94,0.0,0.0,0.0,-9.35,0.42,-2.9
1738244464.6849658,26806,0,0,,0.0,-0.74,0.32,0.55,0.21,0.38,0.68,-0.46,-10.02,0.0,-2.57,0.0,0.0,0.0,-9.32,0.31,-3.03
1738244464.704299,26807,0,0,,0.0,-0.75,0.32,0.54,0.21,0.42,0.74,-0.51,-10.03,0.12,-2.72,0.0,0.0,0.0,-9.28,0.19,-3.16
1738244464.71938,26808,0,0,,0.0,-0.75,0.31,0.54,0.21,0.42,0.79,-0.55,-9.73,-0.29,-2.91,0.0,0.0,0.0,-9.25,0.13,-3.23
1738244464.7355466,26809,0,0,,0.0,-0.76,0.31,0.53,0.22,0.42,0.82,-0.58,-9.63,-0.26,-2.57,0.0,0.0,0.0,-9.2,0.0,-3.38
1738244464.7547817,26810,0,0,,0.0,-0.76,0.31,0.52,0.22,0.36,0.86,-0.63,-9.52,-0.5,-2.84,0.0,0.0,0.0,-9.14,-0.13,-3.53
1738244464.7691994,26811,0,0,,0.0,-0.77,0.31,0.52,0.22,0.33,0.91,-0.69,-9.44,-0.48,-3.18,0.0,0.0,0.0,-9.11,-0.21,-3.61
1738244464.785734,26812,0,0,,0.0,-0.77,0.31,0.51,0.23,0.33,0.96,-0.72,-9.46,-0.4,-2.98,0.0,0.0,0.0,-9.03,-0.36,-3.78
