Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_stamp,quat_x,quat_y,quat_z,quat_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,gravity_x,gravity_y,gravity_z
1738247943.440222,66878,0,0,,0.0,-0.62,0.23,0.73,0.18,0.35,0.6,0.02,-9.82,0.92,0.84,0.0,0.0,0.0,-9.67,1.06,1.15
1738247943.4587195,66879,0,0,,0.0,-0.63,0.23,0.72,0.18,0.28,0.62,0.03,-10.07,0.87,1.02,0.0,0.0,0.0,-9.68,1.06,1.09
1738247943.4731128,66880,0,0,,0.0,-0.63,0.23,0.72,0.18,0.17,0.61,0.04,-9.83,1.09,0.68,0.0,0.0,0.0,-9.69,1.07,0.98
1738247943.4910214,66881,0,0,,0.0,-0.63,0.24,0.72,0.18,0.16,0.62,0.03,-9.86,1.04,0.97,0.0,0.0,0.0,-9.7,1.08,0.86
1738247943.5087,66882,0,0,,0.0,-0.63,0.24,0.71,0.18,0.2,0.59,0.02,-9.8,1.06,1.05,0.0,0.0,0.0,-9.71,1.09,0.8
1738247943.5242271,66883,0,0,,0.0,-0.64,0.24,0.71,0.18,0.26,0.63,0.01,-9.46,1.46,0.33,0.0,0.0,0.0,-9.72,1.09,0.68
1738247943.5419738,66884,0,0,,0.0,-0.64,0.24,0.7,0.18,0.27,0.64,0.0,-9.74,1.46,0.47,0.0,0.0,0.0,-9.72,1.1,0.55
1738247943.5591445,66885,0,0,,0.0,-0.65,0.25,0.7,0.18,0.26,0.64,-0.01,-9.71,1.42,0.49,0.0,0.0,0.0,-9.73,1.1,0.49
1738247943.5740445,66886,0,0,,0.0,-0.65,0.25,0.7,0.18,0.22,0.68,-0.02,-9.66,1.26,0.17,0.0,0.0,0.0,-9.73,1.1,0.36
1738247943.5914285,66887,0,0,,0.0,-0.65,0.25,0.69,0.18,0.22,0.69,-0.03,-9.57,1.3,-0.2,0.0,0.0,0.0,-9.74,1.09,0.22
1738247943.6089973,66888,0,0,,0.0,-0.66,0.25,0.69,0.18,0.21,0.73,-0.03,-9.58,1.2,-0.25,0.0,0.0,0.0,-9.74,1.09,0.15
1738247943.6237934,66889,0,0,,0.0,-0.66,0.25,0.68,0.18,0.23,0.75,-0.04,-9.72,1.21,-0.23,0.0,0.0,0.0,-9.74,1.08,0.01
1738247943.641534,66890,0,0,,0.0,-0.66,0.26,0.68,0.18,0.24,0.78,-0.04,-9.71,1.1,-0.71,0.0,0.0,0.0,-9.74,1.07,-0.14
1738247943.65896,66891,0,0,,0.0,-0.67,0.26,0.68,0.18,0.32,0.86,-0.06,-10.21,0.99,0.45,0.0,0.0,0.0,-9.74,1.07,-0.22
1738247943.675223,66892,0,0,,0.0,-0.67,0.26,0.67,0.18,0.35,0.87,-0.06,-9.69,1.39,-0.53,0.0,0.0,0.0,-9.74,1.05,-0.39
1738247943.6918514,66893,0,0,,0.0,-0.68,0.26,0.66,0.18,0.34,0.94,-0.07,-10.44,0.99,-0.21,0.0,0.0,0.0,-9.73,1.04,-0.58
1738247943.7094429,66894,0,0,,0.0,-0.68,0.27,0.65,0.18,0.4,1.0,-0.08,-10.45,1.01,-0.28,0.0,0.0,0.0,-9.72,1.03,-0.68
1738247943.7239168,66895,0,0,,0.0,-0.69,0.27,0.65,0.18,0.47,1.09,-0.09,-10.61,0.84,-0.35,0.0,0.0,0.0,-9.71,1.0,-0.89
