Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_stamp,quat_x,quat_y,quat_z,quat_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,gravity_x,gravity_y,gravity_z
1738247943.440201,66878,0,0,,0.0,-0.19,0.15,0.91,0.32,0.05,-0.05,0.0,-4.66,1.62,8.53,0.0,0.0,0.0,-4.46,1.54,8.59
1738247943.4583223,66879,0,0,,0.0,-0.19,0.16,0.91,0.32,0.07,-0.05,0.01,-3.92,1.63,8.82,0.0,0.0,0.0,-4.45,1.55,8.59
1738247943.4729512,66880,0,0,,0.0,-0.19,0.16,0.91,0.32,0.08,-0.01,0.03,-4.94,1.65,8.39,0.0,0.0,0.0,-4.45,1.57,8.59
1738247943.4910307,66881,0,0,,0.0,-0.19,0.16,0.91,0.32,0.09,-0.01,0.04,-4.4,1.66,8.6,0.0,0.0,0.0,-4.44,1.59,8.59
1738247943.5081785,66882,0,0,,0.0,-0.19,0.16,0.91,0.32,0.09,0.0,0.05,-4.23,2.03,8.79,0.0,0.0,0.0,-4.44,1.6,8.59
1738247943.5242026,66883,0,0,,0.0,-0.19,0.16,0.91,0.32,0.08,0.03,0.03,-5.32,1.52,8.37,0.0,0.0,0.0,-4.44,1.61,8.58
1738247943.5414171,66884,0,0,,0.0,-0.19,0.16,0.91,0.32,0.07,0.01,0.03,-4.42,1.7,8.52,0.0,0.0,0.0,-4.44,1.63,8.58
1738247943.5588198,66885,0,0,,0.0,-0.19,0.16,0.91,0.32,0.06,0.03,0.01,-4.46,1.91,8.55,0.0,0.0,0.0,-4.45,1.63,8.58
1738247943.5739915,66886,0,0,,0.0,-0.19,0.16,0.91,0.32,0.06,0.04,0.01,-4.35,1.72,8.63,0.0,0.0,0.0,-4.45,1.65,8.57
1738247943.5915017,66887,0,0,,0.0,-0.19,0.16,0.91,0.32,0.06,0.03,0.01,-4.14,1.9,8.64,0.0,0.0,0.0,-4.46,1.66,8.57
1738247943.608896,66888,0,0,,0.0,-0.19,0.16,0.91,0.32,0.06,0.06,0.0,-4.57,1.96,8.62,0.0,0.0,0.0,-4.47,1.66,8.56
1738247943.6238961,66889,0,0,,0.0,-0.19,0.16,0.91,0.32,0.06,0.06,0.0,-4.83,1.71,8.48,0.0,0.0,0.0,-4.47,1.68,8.56
1738247943.6412177,66890,0,0,,0.0,-0.19,0.16,0.91,0.32,0.06,0.07,-0.0,-4.36,1.96,8.48,0.0,0.0,0.0,-4.49,1.69,8.54
1738247943.6589468,66891,0,0,,0.0,-0.19,0.16,0.91,0.32,0.07,0.08,-0.02,-3.65,2.0,8.91,0.0,0.0,0.0,-4.49,1.7,8.54
1738247943.6752102,66892,0,0,,0.0,-0.19,0.16,0.91,0.32,0.07,0.13,-0.03,-4.85,2.15,8.35,0.0,0.0,0.0,-4.51,1.71,8.53
1738247943.69181,66893,0,0,,0.0,-0.2,0.17,0.91,0.32,0.07,0.15,-0.04,-4.64,1.83,8.31,0.0,0.0,0.0,-4.54,1.71,8.51
1738247943.7090406,66894,0,0,,0.0,-0.2,0.17,0.91,0.32,0.07,0.21,-0.07,-4.33,1.83,8.54,0.0,0.0,0.0,-4.56,1.72,8.5
1738247943.7237117,66895,0,0,,0.0,-0.2,0.17,0.91,0.32,0.07,0.33,-0.11,-4.49,1.9,8.39,0.0,0.0,0.0,-4.61,1.72,8.47
1738247943.742093,66896,0,0,,0.0,-0.2,0.17,0.91,0.32,0.07,0.39,-0.13,-4.14,1.84,8.72,0.0,0.0,0.0,-4.69,1.72,8.43
1738247943.7596352,66897,0,0,,0.0,-0.21,0.17,0.91,0.32,0.08,0.57,-0.16,-4.64,2.0,8.32,0.0,0.0,0.0,-4.73,1.72,8.41
1738247943.774415,66898,0,0,,0.0,-0.21,0.17,0.91,0.32,0.09,0.73,-0.16,-3.86,1.78,8.67,0.0,0.0,0.0,-4.84,1.72,8.34
1738247943.7922018,66899,0,0,,0.0,-0.22,0.18,0.9,0.32,0.09,0.86,-0.18,-5.19,1.53,8.38,0.0,0.0,0.0,-4.99,1.72,8.25
1738247943.809183,66900,0,0,,0.0,-0.22,0.18,0.9,0.33,0.06,1.22,-0.26,-6.43,2.38,10.62,0.0,0.0,0.0,-5.09,1.71,8.19
1738247943.8251326,66901,0,0,,0.0,-0.24,0.18,0.9,0.33,0.01,1.42,-0.31,-3.97,2.35,7.71,0.0,0.0,0.0,-5.32,1.69,8.06
1738247943.8420258,66902,0,0,,0.0,-0.25,0.19,0.89,0.33,-0.06,1.71,-0.43,-5.69,2.12,8.52,0.0,0.0,0.0,-5.62,1.62,7.86
1738247943.8599072,66903,0,0,,0.0,-0.26,0.19,0.89,0.33,-0.21,2.07,-0.54,-5.41,1.51,7.3,0.0,0.0,0.0,-5.78,1.58,7.75
1738247943.8766484,66904,0,0,,0.0,-0.29,0.19,0.88,0.33,-0.31,2.45,-0.64,-6.53,1.43,7.93,0.0,0.0,0.0,-6.15,1.46,7.49
1738247943.8928964,66905,0,0,,0.0,-0.31,0.19,0.87,0.33,-0.33,2.58,-0.64,-5.14,1.57,7.7,0.0,0.0,0.0,-6.55,1.34,7.17
1738247943.9098155,66906,0,0,,0.0,-0.32,0.2,0.87,0.33,-0.36,2.93,-0.71,-6.88,1.37,7.55,0.0,0.0,0.0,-6.76,1.26,6.99
1738247943.9269896,66907,0,0,,0.0,-0.35,0.2,0.85,0.32,-0.3,3.26,-0.81,-5.93,2.14,7.4,0.0,0.0,0.0,-7.19,1.12,6.56
1738247943.9428475,66908,0,0,,0.0,-0.39,0.21,0.84,0.32,-0.36,3.5,-0.88,-6.3,2.97,7.72,0.0,0.0,0.0,-7.66,0.93,6.05
1738247943.960312,66909,0,0,,0.0,-0.41,0.21,0.83,0.32,-0.88,4.43,-1.08,-9.56,2.5,10.83,0.0,0.0,0.0,-7.92,0.8,5.72
1738247943.9775321,66910,0,0,,0.0,-0.46,0.21,0.81,0.32,-1.19,5.66,-1.27,-11.46,1.69,12.03,0.0,0.0,0.0,-8.49,0.48,4.87
1738247943.9938438,66911,0,0,,0.0,-0.51,0.21,0.77,0.31,-1.07,5.9,-1.61,-10.32,4.4,12.25,0.0,0.0,0.0,-9.01,0.1,3.86
1738247944.01034,66912,0,0,,0.0,-0.53,0.21,0.76,0.31,-0.97,6.28,-2.09,-11.73,5.12,13.46,0.0,0.0,0.0,-9.23,-0.11,3.3
1738247944.0280042,66913,0,0,,0.0,-0.59,0.21,0.72,0.31,-1.13,6.08,-2.19,-12.88,0.76,19.68,0.0,0.0,0.0,-9.54,-0.58,2.16
1738247944.0430348,66914,0,0,,0.0,-0.61,0.21,0.7,0.32,-0.25,3.71,-2.14,-9.34,9.68,21.18,0.0,0.0,0.0,-9.61,-0.96,1.68
1738247944.060773,66915,0,0,,0.0,-0.61,0.2,0.69,0.32,-0.09,0.54,-1.82,-5.35,9.73,16.06,0.0,0.0,0.0,-9.6,-1.13,1.63
1738247944.0773551,66916,0,0,,0.0,-0.62,0.19,0.69,0.33,-0.32,-0.18,-1.38,-2.98,2.0,10.62,0.0,0.0,0.0,-9.56,-1.43,1.62
1738247944.093386,66917,0,0,,0.0,-0.62,0.18,0.69,0.34,-0.01,-0.37,-1.25,-3.56,2.96,10.7,0.0,0.0,0.0,-9.51,-1.66,1.71
1738247944.1106617,66918,0,0,,0.0,-0.61,0.18,0.69,0.34,0.05,-0.92,-1.17,-2.45,3.94,9.62,0.0,0.0,0.0,-9.47,-1.77,1.79
1738247944.1271794,66919,0,0,,0.0,-0.61,0.17,0.69,0.35,0.16,-1.64,-0.57,-2.01,3.22,9.02,0.0,0.0,0.0,-9.39,-1.9,2.06
1738247944.1441307,66920,0,0,,0.0,-0.59,0.16,0.71,0.36,0.28,-2.05,-0.27,-1.82,-0.4,7.41,0.0,0.0,0.0,-9.28,-1.91,2.48
