0,-0.032244
0.085251,-0.034278
0.1705,-0.036358
0.25575,-0.038482
0.34101,-0.040648
0.42626,-0.042856
0.51151,-0.045103
0.59676,-0.047389
0.68201,-0.049712
0.76726,-0.05207
0.85251,-0.054461
0.93777,-0.056883
1.023,-0.059333
1.1083,-0.061809
1.1935,-0.064308
1.2788,-0.06683
1.364,-0.06937
1.4493,-0.071927
1.5345,-0.0745
1.6198,-0.077084
1.705,-0.079677
1.7903,-0.082277
1.8755,-0.08488
1.9608,-0.087483
2.046,-0.090085
2.1313,-0.092681
2.2165,-0.095269
2.3018,-0.097846
2.387,-0.10041
2.4723,-0.10296
2.5575,-0.10548
2.6428,-0.10799
2.728,-0.11047
2.8133,-0.11292
2.8986,-0.11534
2.9838,-0.11773
3.0691,-0.12008
3.1543,-0.1224
3.2396,-0.12467
3.3248,-0.12689
3.4101,-0.12907
3.4953,-0.1312
3.5806,-0.13328
3.6658,-0.13531
3.7511,-0.13728
3.8363,-0.1392
3.9216,-0.14106
4.0068,-0.14285
4.0921,-0.14459
4.1773,-0.14626
4.2626,-0.14786
4.3478,-0.1494
4.4331,-0.15087
4.5183,-0.15227
4.6036,-0.15361
4.6888,-0.15488
4.7741,-0.15607
4.8593,-0.1572
4.9446,-0.15826
5.0298,-0.15924
5.1151,-0.16015
5.2003,-0.16099
5.2856,-0.16176
5.3708,-0.16246
5.4561,-0.16309
5.5413,-0.16365
5.6266,-0.16414
5.7118,-0.16456
5.7971,-0.16491
5.8824,-0.16519
5.9676,-0.16541
6.0529,-0.16556
6.1381,-0.16564
6.2234,-0.16566
6.3086,-0.16561
6.3939,-0.1655
6.4791,-0.16533
6.5644,-0.1651
6.6496,-0.16481
6.7349,-0.16446
6.8201,-0.16405
6.9054,-0.16358
6.9906,-0.16306
7.0759,-0.16248
7.1611,-0.16185
7.2464,-0.16117
7.3316,-0.16043
7.4169,-0.15965
7.5021,-0.15881
7.5874,-0.15793
7.6726,-0.157
7.7579,-0.15602
7.8431,-0.155
7.9284,-0.15394
8.0136,-0.15283
8.0989,-0.15169
8.1841,-0.1505
8.2694,-0.14927
8.3546,-0.14801
8.4399,-0.14671
8.5251,-0.14537
8.6104,-0.14399
8.6957,-0.14259
8.7809,-0.14115
8.8662,-0.13968
8.9514,-0.13818
9.0367,-0.13665
9.1219,-0.13509
9.2072,-0.1335
9.2924,-0.13189
9.3777,-0.13025
9.4629,-0.12859
9.5482,-0.12691
9.6334,-0.1252
9.7187,-0.12347
9.8039,-0.12173
9.8892,-0.11996
9.9744,-0.11818
10.06,-0.11638
10.145,-0.11456
10.23,-0.11273
10.315,-0.11089
10.401,-0.10903
10.486,-0.10716
10.571,-0.10529
10.656,-0.1034
10.742,-0.1015
10.827,-0.099602
10.912,-0.097693
10.997,-0.09578
11.083,-0.093861
11.168,-0.09194
11.253,-0.090016
11.338,-0.088091
11.424,-0.086165
11.509,-0.08424
11.594,-0.082315
11.679,-0.080393
11.765,-0.078475
11.85,-0.07656
11.935,-0.07465
12.02,-0.072745
12.106,-0.070846
12.191,-0.068954
12.276,-0.06707
12.361,-0.065193
12.447,-0.063326
12.532,-0.061467
12.617,-0.059619
12.702,-0.057782
12.788,-0.055956
12.873,-0.054141
12.958,-0.052338
13.043,-0.050548
13.129,-0.04877
13.214,-0.047005
13.299,-0.045253
13.384,-0.043515
13.47,-0.041791
13.555,-0.040082
13.64,-0.038387
13.725,-0.036707
13.811,-0.035041
13.896,-0.03339
13.981,-0.031754
14.066,-0.030133
14.152,-0.028527
14.237,-0.026936
14.322,-0.025361
14.408,-0.023801
14.493,-0.022256
14.578,-0.020726
14.663,-0.019212
14.749,-0.017712
14.834,-0.016227
14.919,-0.014757
15.004,-0.013302
15.09,-0.011861
15.175,-0.010435
15.26,-0.0090234
15.345,-0.0076257
15.431,-0.006242
15.516,-0.004872
15.601,-0.0035154
15.686,-0.0021721
15.772,-0.00084175
15.857,0.00047582
15.942,0.0017809
16.027,0.0030736
16.113,0.0043543
16.198,0.0056233
16.283,0.0068808
16.368,0.0081272
16.454,0.0093628
16.539,0.010588
16.624,0.011803
16.709,0.013008
16.795,0.014204
16.88,0.01539
16.965,0.016568
17.05,0.017737
17.136,0.018898
17.221,0.020051
17.306,0.021196
17.391,0.022334
17.477,0.023465
17.562,0.024589
17.647,0.025707
17.732,0.026818
17.818,0.027924
17.903,0.029024
17.988,0.030119
18.073,0.031209
18.159,0.032294
18.244,0.033373
18.329,0.034448
18.414,0.035519
18.5,0.036585
18.585,0.037648
18.67,0.038706
18.755,0.03976
18.841,0.040811
18.926,0.041858
19.011,0.0429
19.096,0.043939
19.182,0.044974
19.267,0.046006
19.352,0.047033
19.437,0.048057
19.523,0.049077
19.608,0.050093
19.693,0.051105
19.778,0.052113
19.864,0.053117
19.949,0.054117
20.034,0.055112
20.119,0.056102
20.205,0.057088
20.29,0.058069
20.375,0.059046
20.46,0.060017
20.546,0.060983
20.631,0.061944
20.716,0.062899
20.801,0.063849
20.887,0.064793
20.972,0.06573
21.057,0.066662
21.142,0.067587
21.228,0.068505
21.313,0.069417
21.398,0.070322
21.483,0.07122
21.569,0.072111
21.654,0.072994
21.739,0.07387
21.824,0.074738
21.91,0.075598
21.995,0.07645
22.08,0.077294
22.165,0.07813
22.251,0.078958
22.336,0.079776
22.421,0.080587
22.506,0.081388
22.592,0.082181
22.677,0.082965
22.762,0.08374
22.847,0.084505
22.933,0.085262
23.018,0.086009
23.103,0.086747
23.188,0.087475
23.274,0.088195
23.359,0.088905
23.444,0.089606
23.529,0.090297
23.615,0.09098
23.7,0.091653
23.785,0.092317
23.87,0.092972
23.956,0.093618
24.041,0.094254
24.126,0.094883
24.211,0.095502
24.297,0.096113
24.382,0.096716
24.467,0.09731
24.552,0.097896
24.638,0.098474
24.723,0.099045
24.808,0.099608
24.893,0.10016
24.979,0.10071
25.064,0.10125
25.149,0.10179
25.234,0.10232
25.32,0.10284
25.405,0.10335
25.49,0.10386
25.575,0.10437
25.661,0.10487
25.746,0.10536
25.831,0.10585
25.916,0.10633
26.002,0.10681
26.087,0.10729
26.172,0.10776
26.257,0.10823
26.343,0.10869
26.428,0.10915
26.513,0.10961
26.598,0.11006
26.684,0.11051
26.769,0.11096
26.854,0.11141
26.939,0.11185
27.025,0.11229
27.11,0.11273
27.195,0.11316
27.28,0.1136
27.366,0.11403
27.451,0.11446
27.536,0.11489
27.621,0.11532
27.707,0.11574
27.792,0.11617
27.877,0.11659
27.962,0.11701
28.048,0.11743
28.133,0.11785
28.218,0.11827
28.303,0.11869
28.389,0.11911
28.474,0.11952
28.559,0.11994
28.645,0.12035
28.73,0.12077
28.815,0.12118
28.9,0.12159
28.986,0.122
29.071,0.12241
29.156,0.12282
29.241,0.12323
29.327,0.12364
29.412,0.12405
29.497,0.12445
29.582,0.12486
29.668,0.12526
29.753,0.12567
29.838,0.12607
29.923,0.12648
30.009,0.12688
30.094,0.12728
30.179,0.12768
30.264,0.12808
30.35,0.12848
30.435,0.12888
30.52,0.12928
30.605,0.12968
30.691,0.13008
30.776,0.13048
30.861,0.13088
30.946,0.13128
31.032,0.13168
31.117,0.13208
31.202,0.13248
31.287,0.13288
31.373,0.13328
31.458,0.13369
31.543,0.13409
31.628,0.13449
31.714,0.1349
31.799,0.13531
31.884,0.13572
31.969,0.13613
32.055,0.13654
