Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_stamp,quat_x,quat_y,quat_z,quat_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,gravity_x,gravity_y,gravity_z
1738248569.2055569,103871,0,0,,0.0,-0.43,0.3,0.73,0.44,-0.84,7.48,-1.19,-10.02,1.51,13.66,0.0,0.0,0.0,-8.69,0.63,4.49
1738248569.2224398,103872,0,0,,0.0,-0.49,0.32,0.69,0.42,-0.68,8.2,-1.26,-10.65,6.82,15.54,0.0,0.0,0.0,-9.31,0.34,3.03
1738248569.240969,103873,0,0,,0.0,-0.55,0.35,0.64,0.4,-0.43,8.83,-1.58,-10.07,6.04,17.94,0.0,0.0,0.0,-9.54,0.19,2.23
1738248569.2561758,103874,0,0,,0.0,-0.58,0.36,0.62,0.39,0.16,7.36,-1.44,-14.45,8.88,19.01,0.0,0.0,0.0,-9.78,-0.08,0.68
1738248569.2718368,103875,0,0,,0.0,-0.6,0.37,0.6,0.39,0.37,4.13,-1.12,-7.29,10.41,21.18,0.0,0.0,0.0,-9.8,-0.28,0.16
1738248569.2911701,103876,0,0,,0.0,-0.6,0.36,0.6,0.39,-0.23,-0.4,-0.77,-0.24,10.98,14.02,0.0,0.0,0.0,-9.79,-0.35,0.2
1738248569.305618,103877,0,0,,0.0,-0.6,0.35,0.6,0.39,-1.06,-0.66,-0.34,-3.72,2.39,11.03,0.0,0.0,0.0,-9.79,-0.44,0.3
1738248569.3221142,103878,0,0,,0.0,-0.59,0.34,0.61,0.39,-0.52,-1.23,-0.16,-3.28,1.09,10.78,0.0,0.0,0.0,-9.77,-0.47,0.57
1738248569.3413672,103879,0,0,,0.0,-0.58,0.33,0.62,0.41,-0.03,-2.15,-0.33,-4.53,-1.03,11.18,0.0,0.0,0.0,-9.76,-0.5,0.78
1738248569.3559976,103880,0,0,,0.0,-0.57,0.32,0.63,0.41,0.58,-3.46,-0.86,-4.27,0.1,9.17,0.0,0.0,0.0,-9.68,-0.63,1.37
1738248569.3721638,103881,0,0,,0.0,-0.54,0.31,0.65,0.44,0.75,-4.01,-1.05,-4.54,1.77,6.8,0.0,0.0,0.0,-9.53,-0.8,2.16
1738248569.39153,103882,0,0,,0.0,-0.51,0.29,0.66,0.46,0.89,-4.59,-1.04,-4.48,2.04,6.26,0.0,0.0,0.0,-9.41,-0.88,2.59
1738248569.406025,103883,0,0,,0.0,-0.5,0.28,0.67,0.47,0.91,-4.92,-0.6,-4.37,1.35,5.59,0.0,0.0,0.0,-9.11,-0.95,3.48
1738248569.422042,103884,0,0,,0.0,-0.46,0.26,0.69,0.49,0.99,-4.97,-0.3,-5.97,1.26,7.13,0.0,0.0,0.0,-8.73,-0.9,4.36
1738248569.441105,103885,0,0,,0.0,-0.42,0.24,0.71,0.51,1.01,-5.07,0.31,-6.76,0.87,7.79,0.0,0.0,0.0,-8.51,-0.83,4.79
1738248569.4558752,103886,0,0,,0.0,-0.4,0.23,0.73,0.51,0.93,-5.31,0.69,-7.85,0.92,8.08,0.0,0.0,0.0,-7.99,-0.64,5.64
1738248569.4726439,103887,0,0,,0.0,-0.35,0.22,0.75,0.52,0.87,-5.37,0.87,-8.31,1.92,7.96,0.0,0.0,0.0,-7.37,-0.39,6.45
1738248569.4913588,103888,0,0,,0.0,-0.31,0.2,0.77,0.52,0.76,-5.33,1.53,-9.16,1.77,7.82,0.0,0.0,0.0,-7.03,-0.23,6.82
1738248569.506013,103889,0,0,,0.0,-0.28,0.19,0.78,0.52,0.71,-4.99,2.21,-9.98,0.7,8.47,0.0,0.0,0.0,-6.32,0.12,7.48
1738248569.5222268,103890,0,0,,0.0,-0.24,0.18,0.81,0.51,0.72,-4.72,2.43,-14.84,-0.3,13.25,0.0,0.0,0.0,-5.62,0.53,8.01
1738248569.5418568,103891,0,0,,0.0,-0.2,0.18,0.83,0.5,0.88,-4.38,2.67,-15.66,-0.68,12.77,0.0,0.0,0.0,-5.26,0.74,8.24
1738248569.5565503,103892,0,0,,0.0,-0.17,0.17,0.84,0.49,0.83,-4.38,2.42,-16.37,-1.4,12.04,0.0,0.0,0.0,-4.49,1.12,8.64
1738248569.5728111,103893,0,0,,0.0,-0.13,0.16,0.85,0.48,0.74,-4.3,2.15,-17.85,-3.83,11.07,0.0,0.0,0.0,-3.71,1.4,8.96
1738248569.5915725,103894,0,0,,0.0,-0.09,0.15,0.86,0.48,0.76,-4.35,1.57,-17.06,-5.48,9.54,0.0,0.0,0.0,-3.3,1.52,9.1
1738248569.6061528,103895,0,0,,0.0,-0.07,0.14,0.86,0.48,1.01,-4.09,0.57,-15.45,-4.3,5.63,0.0,0.0,0.0,-2.53,1.74,9.31
1738248569.6228206,103896,0,0,,0.0,-0.04,0.13,0.86,0.49,1.06,-3.79,0.11,-14.4,-1.91,2.14,0.0,0.0,0.0,-1.88,1.93,9.42
1738248569.641889,103897,0,0,,0.0,-0.01,0.13,0.86,0.49,0.95,-2.88,-0.36,-14.17,-1.19,0.46,0.0,0.0,0.0,-1.62,2.01,9.45
1738248569.6564665,103898,0,0,,0.0,-0.0,0.13,0.86,0.49,0.85,-1.58,-0.34,-14.94,-0.94,-2.19,0.0,0.0,0.0,-1.29,2.16,9.47
1738248569.672678,103899,0,0,,0.0,0.01,0.13,0.86,0.5,0.76,-0.9,-0.23,-19.92,-1.11,2.1,0.0,0.0,0.0,-1.17,2.28,9.46
1738248569.691601,103900,0,0,,0.0,0.01,0.13,0.86,0.49,0.34,-0.27,0.25,-16.42,-2.17,-1.7,0.0,0.0,0.0,-1.14,2.32,9.45
1738248569.7065125,103901,0,0,,0.0,0.01,0.13,0.86,0.49,-0.5,0.44,0.37,-15.22,-2.42,-2.58,0.0,0.0,0.0,-1.16,2.26,9.46
1738248569.7228143,103902,0,0,,0.0,-0.01,0.13,0.86,0.49,-0.68,0.99,0.41,-15.45,-0.66,-2.9,0.0,0.0,0.0,-1.38,2.11,9.47
1738248569.74217,103903,0,0,,0.0,-0.03,0.13,0.87,0.48,-1.22,1.74,0.32,-1.45,-1.46,8.68,0.0,0.0,0.0,-1.53,2.01,9.47
1738248569.7567363,103904,0,0,,0.0,-0.04,0.13,0.86,0.49,-0.71,3.01,-0.99,-17.06,-3.75,9.68,0.0,0.0,0.0,-1.96,1.85,9.42
1738248569.773301,103905,0,0,,0.0,-0.08,0.14,0.86,0.49,-1.42,3.9,-1.02,-14.85,3.63,7.38,0.0,0.0,0.0,-2.61,1.65,9.3
1738248569.7918444,103906,0,0,,0.0,-0.09,0.15,0.86,0.48,0.33,2.17,0.11,-8.38,3.99,3.92,0.0,0.0,0.0,-2.8,1.68,9.24
1738248569.8063555,103907,0,0,,0.0,-0.1,0.16,0.86,0.48,-0.05,2.1,-0.24,-7.3,-1.88,13.16,0.0,0.0,0.0,-3.18,1.67,9.12
1738248569.8226092,103908,0,0,,0.0,-0.11,0.17,0.85,0.48,0.05,1.63,-0.14,-1.53,2.91,9.44,0.0,0.0,0.0,-3.45,1.7,9.01
1738248569.8415582,103909,0,0,,0.0,-0.12,0.17,0.85,0.48,0.32,1.44,-0.11,-7.44,4.81,9.65,0.0,0.0,0.0,-3.58,1.72,8.96
1738248569.855964,103910,0,0,,0.0,-0.13,0.18,0.85,0.48,-0.03,1.04,0.05,-5.58,2.64,11.32,0.0,0.0,0.0,-3.76,1.74,8.88
1738248569.8729756,103911,0,0,,0.0,-0.14,0.18,0.85,0.48,-0.16,1.0,-0.08,-4.82,2.32,9.38,0.0,0.0,0.0,-3.92,1.7,8.82
1738248569.8920906,103912,0,0,,0.0,-0.14,0.18,0.85,0.48,-0.36,0.87,-0.25,-4.62,1.91,10.59,0.0,0.0,0.0,-4.0,1.66,8.79
1738248569.9062328,103913,0,0,,0.0,-0.15,0.18,0.85,0.48,-0.29,0.7,-0.22,-5.99,0.46,8.98,0.0,0.0,0.0,-4.13,1.59,8.74
1738248569.9224174,103914,0,0,,0.0,-0.15,0.18,0.85,0.48,-0.14,0.59,-0.14,-5.74,0.62,9.59,0.0,0.0,0.0,-4.23,1.57,8.7
1738248569.9416084,103915,0,0,,0.0,-0.15,0.18,0.85,0.48,0.17,0.36,0.09,-4.7,0.99,9.68,0.0,0.0,0.0,-4.25,1.59,8.68
1738248569.9564278,103916,0,0,,0.0,-0.15,0.19,0.85,0.48,0.24,0.26,0.14,-4.48,2.03,9.42,0.0,0.0,0.0,-4.3,1.64,8.65
1738248569.972738,103917,0,0,,0.0,-0.15,0.19,0.85,0.48,0.26,0.16,0.15,-4.98,1.97,8.51,0.0,0.0,0.0,-4.32,1.7,8.63
1738248569.991981,103918,0,0,,0.0,-0.15,0.19,0.85,0.47,0.23,0.09,0.13,-4.23,2.34,8.82,0.0,0.0,0.0,-4.33,1.72,8.62
1738248570.0062308,103919,0,0,,0.0,-0.15,0.19,0.85,0.47,0.15,0.03,0.1,-4.59,1.9,8.34,0.0,0.0,0.0,-4.33,1.76,8.61
1738248570.022861,103920,0,0,,0.0,-0.15,0.19,0.85,0.47,0.11,0.05,0.08,-4.54,1.56,8.51,0.0,0.0,0.0,-4.33,1.78,8.61
1738248570.0423405,103921,0,0,,0.0,-0.15,0.19,0.85,0.47,0.08,0.06,0.07,-4.66,1.59,8.4,0.0,0.0,0.0,-4.34,1.79,8.6
1738248570.0563807,103922,0,0,,0.0,-0.15,0.19,0.85,0.47,0.01,0.05,0.03,-3.74,1.9,8.9,0.0,0.0,0.0,-4.34,1.8,8.6
1738248570.0728273,103923,0,0,,0.0,-0.15,0.19,0.85,0.47,-0.0,0.03,0.03,-4.77,1.76,8.39,0.0,0.0,0.0,-4.35,1.8,8.59
1738248570.0921366,103924,0,0,,0.0,-0.15,0.2,0.85,0.47,-0.01,0.04,0.02,-4.04,1.93,8.82,0.0,0.0,0.0,-4.36,1.8,8.59
1738248570.1067169,103925,0,0,,0.0,-0.15,0.2,0.85,0.47,0.01,0.05,0.02,-4.97,1.35,8.39,0.0,0.0,0.0,-4.36,1.8,8.59
1738248570.1233249,103926,0,0,,0.0,-0.15,0.2,0.85,0.47,0.03,0.04,0.02,-4.36,1.79,8.73,0.0,0.0,0.0,-4.36,1.81,8.59
1738248570.1419046,103927,0,0,,0.0,-0.15,0.2,0.85,0.47,0.07,0.02,0.04,-4.9,1.63,8.41,0.0,0.0,0.0,-4.36,1.82,8.58
1738248570.1568158,103928,0,0,,0.0,-0.15,0.2,0.85,0.47,0.1,0.01,0.07,-4.23,1.53,8.51,0.0,0.0,0.0,-4.36,1.84,8.58
1738248570.1732118,103929,0,0,,0.0,-0.15,0.2,0.85,0.47,0.1,0.05,0.07,-5.51,1.63,8.41,0.0,0.0,0.0,-4.37,1.87,8.57
1738248570.1916437,103930,0,0,,0.0,-0.15,0.2,0.85,0.47,0.13,0.02,0.08,-4.49,1.89,8.57,0.0,0.0,0.0,-4.37,1.88,8.57
1738248570.2062798,103931,0,0,,0.0,-0.15,0.2,0.85,0.47,0.14,0.02,0.06,-4.75,1.92,8.44,0.0,0.0,0.0,-4.37,1.91,8.56
1738248570.223119,103932,0,0,,0.0,-0.15,0.2,0.85,0.47,0.13,0.03,0.05,-4.75,1.89,8.35,0.0,0.0,0.0,-4.37,1.94,8.55
1738248570.2418973,103933,0,0,,0.0,-0.15,0.2,0.85,0.47,0.13,0.02,0.02,-4.59,1.95,8.4,0.0,0.0,0.0,-4.37,1.95,8.55
1738248570.2564535,103934,0,0,,0.0,-0.15,0.2,0.85,0.47,0.12,0.03,-0.01,-4.29,2.09,8.62,0.0,0.0,0.0,-4.38,1.97,8.54
1738248570.273646,103935,0,0,,0.0,-0.15,0.2,0.84,0.47,0.12,0.04,-0.03,-4.29,2.09,8.76,0.0,0.0,0.0,-4.39,1.98,8.54
1738248570.2925043,103936,0,0,,0.0,-0.15,0.2,0.84,0.47,0.1,0.07,-0.06,-3.85,2.32,8.94,0.0,0.0,0.0,-4.39,1.99,8.53
1738248570.3068566,103937,0,0,,0.0,-0.15,0.21,0.84,0.47,0.08,0.15,-0.09,-5.06,1.85,8.66,0.0,0.0,0.0,-4.42,2.0,8.52
1738248570.3237045,103938,0,0,,0.0,-0.15,0.21,0.84,0.47,0.07,0.2,-0.12,-4.11,2.08,8.47,0.0,0.0,0.0,-4.46,2.0,8.49
1738248570.342261,103939,0,0,,0.0,-0.16,0.21,0.84,0.47,0.07,0.35,-0.16,-4.5,1.73,8.34,0.0,0.0,0.0,-4.49,2.0,8.48
1738248570.3569145,103940,0,0,,0.0,-0.16,0.21,0.84,0.47,0.09,0.52,-0.17,-4.31,1.93,8.8,0.0,0.0,0.0,-4.57,1.99,8.43
1738248570.373559,103941,0,0,,0.0,-0.16,0.21,0.84,0.47,0.09,0.63,-0.17,-5.15,1.75,8.15,0.0,0.0,0.0,-4.69,1.99,8.37
1738248570.3924446,103942,0,0,,0.0,-0.17,0.22,0.84,0.47,0.09,0.81,-0.18,-3.82,2.09,8.45,0.0,0.0,0.0,-4.76,1.99,8.33
1738248570.407021,103943,0,0,,0.0,-0.18,0.22,0.83,0.47,0.06,1.09,-0.26,-5.09,2.06,8.04,0.0,0.0,0.0,-4.93,1.98,8.23
1738248570.424206,103944,0,0,,0.0,-0.19,0.23,0.83,0.47,0.03,1.28,-0.34,-2.59,2.37,9.06,0.0,0.0,0.0,-5.17,1.94,8.09
1738248570.4429724,103945,0,0,,0.0,-0.21,0.23,0.82,0.47,-0.13,1.81,-0.47,-5.83,2.92,8.94,0.0,0.0,0.0,-5.32,1.91,8.0
1738248570.4574895,103946,0,0,,0.0,-0.22,0.24,0.82,0.47,-0.22,2.29,-0.65,-5.49,2.29,9.8,0.0,0.0,0.0,-5.66,1.82,7.79
1738248570.474346,103947,0,0,,0.0,-0.24,0.25,0.81,0.47,-0.35,2.72,-0.79,-7.59,1.69,7.32,0.0,0.0,0.0,-6.12,1.67,7.47
1738248570.493394,103948,0,0,,0.0,-0.27,0.26,0.8,0.47,-0.41,3.34,-0.97,-3.01,2.91,8.95,0.0,0.0,0.0,-6.37,1.58,7.28
1738248570.507474,103949,0,0,,0.0,-0.29,0.26,0.79,0.47,-0.43,3.97,-1.2,-5.88,2.26,7.38,0.0,0.0,0.0,-6.92,1.37,6.8
1738248570.5247722,103950,0,0,,0.0,-0.33,0.27,0.77,0.47,-0.44,4.39,-1.43,-6.5,2.4,7.98,0.0,0.0,0.0,-7.54,1.09,6.16
1738248570.5430026,103951,0,0,,0.0,-0.39,0.29,0.75,0.46,-0.72,5.73,-1.68,-8.94,-0.59,12.19,0.0,0.0,0.0,-7.89,0.93,5.74
1738248570.5579453,103952,0,0,,0.0,-0.42,0.3,0.73,0.45,-0.95,7.63,-1.15,-11.59,1.06,13.29,0.0,0.0,0.0,-8.64,0.64,4.58
1738248570.5752995,103953,0,0,,0.0,-0.48,0.32,0.69,0.43,-0.97,7.98,-1.36,-10.35,5.05,13.44,0.0,0.0,0.0,-9.26,0.31,3.2
1738248570.5932915,103954,0,0,,0.0,-0.55,0.34,0.65,0.41,-1.18,8.46,-1.69,-10.53,5.81,17.84,0.0,0.0,0.0,-9.49,0.12,2.43
1738248570.6078897,103955,0,0,,0.0,-0.57,0.35,0.63,0.4,-0.85,6.79,-1.75,-15.34,4.45,19.14,0.0,0.0,0.0,-9.75,-0.23,0.99
1738248570.6256452,103956,0,0,,0.0,-0.59,0.35,0.61,0.4,-0.08,3.63,-1.39,-17.07,5.23,22.35,0.0,0.0,0.0,-9.77,-0.48,0.58
1738248570.643515,103957,0,0,,0.0,-0.59,0.34,0.6,0.41,0.67,-0.73,-1.2,0.07,8.47,11.34,0.0,0.0,0.0,-9.76,-0.59,0.66
1738248570.6582725,103958,0,0,,0.0,-0.59,0.34,0.6,0.42,-0.06,-0.72,-1.15,-3.14,3.89,9.85,0.0,0.0,0.0,-9.74,-0.81,0.78
