Time,Force_Data
1738244948.721418,0.28946390369240443
1738244948.738717,0.19120211475879065
1738244948.755232,0.0824551501877257
1738244948.771079,0.02963516785031687
1738244948.788082,-0.002372487089293951
1738244948.8056662,-0.01943345351705568
1738244948.821802,-0.02246980501027761
1738244948.8385136,-0.019690038157432966
1738244948.8557744,-0.01434966243405917
1738244948.8715465,-0.00925174865250557
1738244948.8887508,-0.004948130318730333
1738244948.9058464,-0.00198802918729364
1738244948.921628,-0.0002020030321610019
1738244948.93866,0.000710112528678463
1738244948.955958,0.0010025639532560008
1738244948.9720528,0.0009671242807444963
1738244948.9883797,0.0008194953664390446
1738244949.0059707,0.0006515107888632198
1738244949.022065,0.0005675430383104636
1738244949.03842,0.0005557869409600053
1738244949.055528,0.0005935449030600587
1738244949.0724187,0.0005950855933933704
1738244949.0891757,0.000442867387661396
1738244949.1068091,-7.768653163263928e-05
1738244949.1226606,-0.0012043995191498456
1738244949.1393106,-0.0029157725705632274
1738244949.1569035,-0.0055970976677495845
1738244949.173576,-0.00842825929453564
1738244949.189162,-0.01185996498714696
1738244949.2068589,-0.01352714720612669
1738244949.2232628,-0.012167210026144045
1738244949.2396395,-0.003646528777005895
1738244949.2570412,0.016625926167504676
1738244949.2740376,0.05026409044410765
1738244949.2894688,0.09828516248027358
1738244949.306439,0.16886013041326448
1738244949.3237236,0.23722741022303792
1738244949.3391106,0.3017786201265207
1738244949.3563826,0.37621755162948645
1738244949.3738408,0.43956133701260985
1738244949.389496,0.5108425777693031
1738244949.4062316,0.5817275147411611
1738244949.4234378,0.649103030491502
1738244949.4393833,0.7093416229968661
1738244949.456953,0.7576468928290558
1738244949.4738834,0.7952194148206327
1738244949.4891317,0.8241000204543407
1738244949.5069962,0.8467668449990388
1738244949.524262,0.8610365672731759
1738244949.5402217,0.87090770767584
1738244949.5572102,0.8822109322256136
1738244949.5739486,0.8906425051268687
1738244949.5902662,0.897079287513876
1738244949.607629,0.9035742364144269
1738244949.6252306,0.9084283503558415
1738244949.6403246,0.911888319015194
1738244949.657673,0.9148669845215442
1738244949.6742425,0.9163451079600514
1738244949.690446,0.9167388711881722
1738244949.7075708,0.9162760202734938
1738244949.7250316,0.9148691812085057
1738244949.7403252,0.913027221894323
1738244949.7577732,0.9111608711368373
1738244949.7748158,0.9087587588270568
1738244949.7900913,0.9060850254843307
1738244949.8077266,0.9029069221731986
1738244949.8248785,0.8985420579063739
1738244949.8405805,0.8936287232193216
1738244949.8578408,0.8879063371788215
1738244949.874885,0.8805369007479178
1738244949.890257,0.8716992838638496
1738244949.908839,0.8618822062917831
1738244949.9251535,0.8507813347705677
1738244949.9406464,0.8393160449302047
1738244949.958788,0.8274654956225201
1738244949.9755068,0.8140097623766852
1738244949.990682,0.8012837876254332
1738244950.0086803,0.7871152211140362
1738244950.0259027,0.7736851041138858
1738244950.041746,0.7613609503416923
1738244950.0583923,0.7500876007732123
1738244950.076257,0.7410285650201356
1738244950.0915954,0.7364739117271303
1738244950.108888,0.7342419535735826
1738244950.126515,0.7359027912865026
1738244950.1416895,0.7394802798554452
1738244950.1587043,0.746470254983511
1738244950.1758811,0.7566584017945404
1738244950.191736,0.7670993474270814
1738244950.208721,0.7832805061151337
1738244950.2270112,0.801018845718653
1738244950.242266,0.8168417379279024
1738244950.259286,0.8398279109535154
1738244950.276547,0.8651192406837338
1738244950.2919836,0.8834916102297501
1738244950.30983,0.9048420789017054
1738244950.3267727,0.9233077282996546
1738244950.3429377,0.9347303754428169
1738244950.3599374,0.944238262511836
1738244950.3773537,0.9492066532486558
1738244950.392207,0.9488002540984452
1738244950.4099689,0.9440086693802228
1738244950.4272673,0.9344318791997641
1738244950.4420557,0.9227339116482745
1738244950.460083,0.910258540049279
1738244950.4771268,0.8944660827481261
1738244950.4927917,0.8801934986634992
1738244950.509946,0.8579388531126905
1738244950.5277011,0.8211066458858878
1738244950.5432074,0.7764079931947349
1738244950.5609052,0.7206512769492877
1738244950.5784802,0.6440399130852711
1738244950.5941918,0.5710903409152027
1738244950.6110854,0.48919771552827673
1738244950.629128,0.4019532058039137
1738244950.6440604,0.32272595712151914
1738244950.660982,0.2248191413682046
1738244950.6786382,0.14195405640612901
1738244950.694219,0.07947263956972364
1738244950.7119129,0.03225280816737419
1738244950.728331,-0.00013649339933194914
1738244950.7450104,-0.012119557291604743
1738244950.7616577,-0.01632079348681415
1738244950.7787006,-0.015231987274876334
1738244950.7945929,-0.011670535915407
1738244950.81174,-0.0076689810030875685
1738244950.8284388,-0.004337762364589795
1738244950.8445823,-0.0019974991126208543
1738244950.8615782,-0.00036891525294642773
1738244950.878553,0.0004328796783916866
1738244950.893628,0.0007794854554268557
1738244950.9113753,0.0008842131651975461
1738244950.9283369,0.0008693490921707629
1738244950.944344,0.0008447258135693859
1738244950.961422,0.0008190372672698091
1738244950.9784446,0.0007556204753220734
1738244950.9935236,0.0005303553521224891
1738244951.011124,-4.126532455931586e-05
1738244951.0291145,-0.0010287714431434533
1738244951.0433722,-0.002574109600544309
1738244951.061754,-0.005185177025081339
1738244951.0784347,-0.008966596117726527
1738244951.0943124,-0.011861547376168277
1738244951.1113997,-0.013898190427503324
1738244951.1293814,-0.012480840639725219
1738244951.143851,-0.004603918142984343
1738244951.161975,0.01320453784814824
1738244951.1792033,0.04930984735281542
1738244951.1937337,0.0926956107055822
1738244951.2109995,0.16189545651858753
1738244951.2289746,0.23782800010401026
1738244951.24433,0.3122080346321168
1738244951.2610395,0.3837651972559098
1738244951.2785509,0.4559978662991113
1738244951.2937648,0.5124528202529134
1738244951.3116715,0.5939838873698806
1738244951.328761,0.6658296572200743
1738244951.3441403,0.7222471970390688
1738244951.3614702,0.7715616578457828
1738244951.3786917,0.8139143459280939
1738244951.3935635,0.8384140968786764
1738244951.4115682,0.8568135568524468
1738244951.4287338,0.8696397285928148
1738244951.4440012,0.8778288735738059
1738244951.4620016,0.8846281503641528
1738244951.478815,0.8889542018189961
1738244951.494755,0.8916477538828571
1738244951.5116398,0.8943948393387605
1738244951.5293808,0.8962131923779976
1738244951.544695,0.8978228171386768
1738244951.5631554,0.898989203273852
1738244951.5796874,0.8996642796282576
1738244951.59539,0.8995132119103206
1738244951.6133237,0.8985026769216223
1738244951.629948,0.896057162404267
1738244951.6453123,0.8932722011229385
1738244951.6638668,0.8892180420558137
1738244951.680626,0.8841271114162653
1738244951.696048,0.879407437272089
1738244951.7141392,0.8722335188167628
1738244951.7305677,0.8658751937568903
1738244951.745698,0.8583774395980808
1738244951.7644184,0.8485733913639166
1738244951.7808175,0.8385899054006923
1738244951.7956269,0.8296588942743225
1738244951.8138134,0.8182889169686507
1738244951.829908,0.8078619856909737
1738244951.8453894,0.7995019171751349
1738244951.8637748,0.7892371193651871
1738244951.8801074,0.78196302012607
1738244951.8958178,0.7757135218472063
1738244951.9128597,0.7717270992021449
1738244951.929558,0.770042889054788
1738244951.9449215,0.7705626435103553
1738244951.963227,0.7739326811537593
1738244951.9796813,0.7793074409181209
1738244951.9949365,0.7863761544918998
1738244952.0117018,0.797451042165219
1738244952.0292654,0.8099736395781355
1738244952.044311,0.8224281111458618
1738244952.0618749,0.8413835749496029
1738244952.0791197,0.8639051439726718
1738244952.094711,0.8825860465453498
1738244952.1125062,0.9069487536466221
1738244952.1295316,0.9318160988750248
1738244952.1446755,0.9509210447648593
1738244952.1628263,0.9696591665194738
1738244952.1798549,0.9851029550384329
1738244952.1947446,0.9959826098642288
1738244952.2127583,1.0024343436192107
1738244952.2299736,1.0045688104184491
1738244952.24465,1.0011403484819776
1738244952.2623374,0.9924953460223717
1738244952.280169,0.97680913355237
1738244952.2950506,0.9589237401410036
1738244952.3128178,0.9323077781566291
1738244952.3297234,0.8992642746284129
1738244952.3447022,0.8719512459134029
1738244952.3634095,0.8320848724378087
1738244952.379893,0.7870338941181272
1738244952.3951533,0.7408128174690983
1738244952.4124875,0.6910636885935403
1738244952.430361,0.6231175198803446
1738244952.445362,0.5689234124225667
1738244952.463519,0.5085691242029723
1738244952.4801018,0.44462698891593205
1738244952.495306,0.39351540819394615
1738244952.5121744,0.3221655994663274
1738244952.5301518,0.25164517330845
1738244952.545081,0.19189776019558036
1738244952.56364,0.11889276573940405
1738244952.58066,0.058217879498695516
1738244952.5953667,0.028798187395734295
1738244952.6132524,0.0014810734725488155
1738244952.6303194,-0.009553327008482559
1738244952.6451893,-0.013166602154495433
1738244952.6627593,-0.012290305828423057
1738244952.6804988,-0.009221145051928368
1738244952.6948404,-0.006562557271684817
1738244952.7126002,-0.0036055335511541832
1738244952.7302756,-0.0015211839709574882
1738244952.7452102,-0.0003639429904827543
1738244952.7632127,0.0003538539600705665
1738244952.7807553,0.0006047863644234247
1738244952.7955728,0.0006746592645707492
1738244952.8126774,0.0006731345775840894
1738244952.8303545,0.000680880497870565
1738244952.8452425,0.000714764263404155
1738244952.8627412,0.0007610300413756113
