Time,data
1738244948.7214181,-10.37663935177149
1738244948.738717,-9.82150349925678
1738244948.7552319,-9.216639841472142
1738244948.771079,-9.18387484895907
1738244948.788082,-8.922330076040064
1738244948.8056662,-8.47592524943376
1738244948.8218021,-8.11485999237461
1738244948.8385136,-7.968632913642124
1738244948.8557744,-7.570968372997106
1738244948.8715463,-7.387112904639989
1738244948.8887508,-7.182362341837167
1738244948.9058464,-6.9353101952709455
1738244948.921628,-6.822940363408359
1738244948.93866,-6.784768285125834
1738244948.9559581,-6.976472908326241
1738244948.9720528,-6.908545395583868
1738244948.9883795,-6.92611529033143
1738244949.0059707,-7.579808794984608
1738244949.022065,-7.684022191274259
1738244949.03842,-7.791472950519179
1738244949.055528,-7.568677483098082
1738244949.0724187,-8.105970784094065
1738244949.0891757,-8.59604341534201
1738244949.1068091,-9.219343784312194
1738244949.1226606,-9.516529643921883
1738244949.1393106,-9.887595608842199
1738244949.1569035,-10.328691732881374
1738244949.1735759,-10.646509353687433
1738244949.189162,-11.20644641899599
1738244949.2068589,-11.930610426302566
1738244949.2232628,-13.029547887197088
1738244949.2396395,-14.368531428148517
1738244949.2570412,-15.522739893297905
1738244949.2740376,-16.614811493106355
1738244949.2894688,-17.152041100180057
1738244949.306439,-17.30817497245513
1738244949.3237236,-17.539181864517264
1738244949.3391106,-17.249917176199652
1738244949.3563826,-17.07495118653021
1738244949.3738408,-16.593832399573614
1738244949.389496,-16.720853992312698
1738244949.4062316,-16.324405482650466
1738244949.4234378,-15.846600162241323
1738244949.4393833,-15.284618931030646
1738244949.456953,-15.273040089975366
1738244949.4738834,-15.067556074231321
1738244949.4891317,-14.87365089954256
1738244949.5069962,-14.652008717082584
1738244949.524262,-14.234181600546576
1738244949.5402217,-13.816354484010564
1738244949.5572102,-13.426264375245763
1738244949.5739486,-13.401407525143943
1738244949.5902662,-12.926992704529852
1738244949.607629,-12.269382784908982
1738244949.6252306,-11.636629715389935
1738244949.6403246,-11.157378612401645
1738244949.657673,-10.861322608420139
1738244949.6742425,-10.410536515553847
1738244949.690446,-10.255806426669066
1738244949.7075708,-9.619842149626539
1738244949.7250316,-9.138607961468793
1738244949.7403252,-8.633812978838602
1738244949.7577732,-8.127502576359483
1738244949.7748158,-7.621192173880362
1738244949.7900913,-7.22461784731734
1738244949.8077266,-7.113949345578041
1738244949.8248785,-7.00328084383874
1738244949.8405805,-6.5195710766029915
1738244949.8578408,-6.132811634731733
1738244949.874885,-5.228736312086749
1738244949.890257,-4.40889133052664
1738244949.908839,-3.406166448789943
1738244949.9251535,-2.9207574478269716
1738244949.9406464,-2.637984089831924
1738244949.958788,-2.3580923103580274
1738244949.9755068,-1.8701754276954843
1738244949.9906821,-1.3822585450329417
1738244950.0086803,-1.2735402085301288
1738244950.0259027,-1.372846975215962
1738244950.041746,-0.9817084551783114
1738244950.0583925,-0.49126316845482787
1738244950.076257,0.016188462318238128
1738244950.0915954,0.033194806367820524
1738244950.1088881,0.5405210166610169
1738244950.1265147,1.030840882904631
1738244950.1416895,1.5211607491482453
1738244950.1587043,1.7412908370700186
1738244950.1758811,1.9614209249917922
1738244950.191736,2.4533483456056095
1738244950.208721,2.8015477407649567
1738244950.2270112,3.1497471359243034
1738244950.242266,3.6249850474005902
1738244950.259286,3.6596256478309273
1738244950.276547,4.1933995172525
1738244950.2919836,4.328337537665089
1738244950.30983,4.833602168871044
1738244950.3267727,5.076548298862144
1738244950.3429375,5.22223757831626
1738244950.3599374,4.995818313479844
1738244950.3773537,4.534285779547213
1738244950.392207,3.9314410584372426
1738244950.4099689,3.1914663987996676
1738244950.4272673,2.009944718277328
1738244950.4420555,0.9497461619353134
1738244950.460083,-0.10976176357856715
1738244950.4771268,-0.8391667899970707
1738244950.4927917,-2.188441214518597
1738244950.5099459,-3.364527258339704
1738244950.5277011,-4.4930237622083125
1738244950.5432074,-5.980083612885604
1738244950.5609052,-7.382130673520513
1738244950.5784802,-8.656569563684537
1738244950.5941918,-9.940036137088946
1738244950.6110854,-11.665290693704625
1738244950.629128,-13.704828360285715
1738244950.6440604,-15.27594330767157
1738244950.660982,-16.063827544424438
1738244950.6786382,-16.32068387641268
1738244950.694219,-16.259521331251882
1738244950.7119129,-16.332272574958758
1738244950.7283313,-16.96521794842707
