Time,data
1738244948.7162175,0.33446700902850907
1738244948.724546,0.0
1738244948.738336,0.0
1738244948.7438996,0.0
1738244948.7537487,0.0
1738244948.7643344,0.0
1738244948.7739875,0.0
1738244948.7851884,0.0
1738244948.7960503,0.0
1738244948.8046482,0.0
1738244948.8163059,0.0
1738244948.8245604,0.0
1738244948.8330421,0.0
1738244948.8455913,0.0
1738244948.853752,0.0
1738244948.8651552,0.0
1738244948.8731594,0.0
1738244948.8843665,0.0
1738244948.8933249,0.0
1738244948.9044847,0.0
1738244948.9154239,0.0
1738244948.9233515,0.0
1738244948.9338434,0.0
1738244948.9433253,0.0
1738244948.9558337,0.0
1738244948.9634588,0.0
1738244948.9739208,0.0
1738244948.9836252,0.0
1738244948.9959831,0.0
1738244949.0044487,0.0
1738244949.0136557,0.0
1738244949.0254347,0.0
1738244949.0331411,0.0
1738244949.0425837,0.0
1738244949.0521493,0.0
1738244949.0618525,0.0
1738244949.0739791,0.0
1738244949.0848646,0.0
1738244949.0939867,0.0
1738244949.1046922,0.0
1738244949.112463,0.0
1738244949.1218479,0.0
1738244949.1318727,0.0
1738244949.1429596,0.0
1738244949.1527033,0.0
1738244949.1626406,0.0
1738244949.1744,0.0
1738244949.1816874,0.0
1738244949.1914437,0.0
1738244949.2016525,0.0
1738244949.2124124,0.0
1738244949.2233484,0.0
1738244949.2328136,0.0
1738244949.2428732,0.0
1738244949.2531075,0.0
1738244949.2620718,0.0
1738244949.2730231,0.0
1738244949.2826178,0.0
1738244949.2927654,0.0
1738244949.3020246,0.0
1738244949.3115656,0.32837199402859374
1738244949.3235834,0.34462235720399775
1738244949.3348186,0.36817458256558594
1738244949.3436747,0.37875490204995965
1738244949.353198,0.3901484535734742
1738244949.3655071,0.39829947798225945
1738244949.3757994,0.4080746922453477
1738244949.3846085,0.41947458342423655
1738244949.393936,0.45684295792798846
1738244949.4041293,0.5169415062290041
1738244949.4153135,0.6233136292967997
1738244949.425374,0.7150966495223487
1738244949.4353287,0.7452036057879524
1738244949.444733,0.7680099285259713
1738244949.4571407,0.7940685295785391
1738244949.467849,0.8047041031427604
1738244949.4782367,0.814529702669751
1738244949.487034,0.8194842116253288
1738244949.4967709,0.8293132386275899
1738244949.506844,0.8383318863362074
1738244949.5171804,0.8449150746369749
1738244949.5291443,0.8523120709130401
1738244949.541098,0.8629608616816385
1738244949.5491128,0.8687358012050468
1738244949.5592198,0.8785756041484929
1738244949.5684686,0.887604541888189
1738244949.5800967,0.8933836529578962
1738244949.5908716,0.8967249493034467
1738244949.601794,0.8984407679029993
1738244949.6099188,0.9017832204980012
1738244949.6211421,0.9083792574895608
1738244949.6333551,0.9117233546504138
1738244949.642159,0.913441323858001
1738244949.650554,0.9143461523502244
1738244949.6624434,0.9144375961098353
1738244949.6725657,0.91778360079059
1738244949.6819031,0.9186891076453177
1738244949.6941442,0.918780985743892
1738244949.7054768,0.9188728730311951
1738244949.7156193,0.9165228790665831
1738244949.725336,0.9133583609805974
1738244949.7350745,0.9093790744629965
1738244949.7438118,0.909470021465143
1738244949.757072,0.9095609775628992
1738244949.7675395,0.9080232015884065
1738244949.777196,0.9081140129897055
1738244949.7850504,0.9057612330242463
1738244949.7982867,0.9034079733727771
1738244949.80765,0.9018689303769549
1738244949.8179827,0.9019591262895837
1738244949.827197,0.9012344718449078
1738244949.8374462,0.8964349590740255
1738244949.8479269,0.8948945667869332
1738244949.8606281,0.8860179224638278
1738244949.8722863,0.880400235295778
1738244949.8790753,0.877227216405212
1738244949.8896897,0.8732382055770466
1738244949.9019518,0.8716946781156759
1738244949.9124746,0.860364694478838
1738244949.9220867,0.8514792152541385
1738244949.9322317,0.8434076248360268
1738244949.9417682,0.8361501676830425
1738244949.9535198,0.8313387639925166
