Time,data
1738246876.6787183,9.62128075864242
1738246876.695833,8.790174871975363
1738246876.709787,8.248444586476952
1738246876.7275653,7.318791654550119
1738246876.7456417,6.019102494690326
1738246876.7602317,4.617223496496507
1738246876.7779534,2.682831488410482
1738246876.795153,0.5971640246906204
1738246876.8097475,-1.9171981630835109
1738246876.8281643,-4.611664239174035
1738246876.8456523,-7.465690293406552
1738246876.8604991,-9.510748466843733
1738246876.8796377,-9.939291372351276
1738246876.8962193,-9.093346588838019
1738246876.9113424,-7.979733275198135
1738246876.929982,-6.93527251558381
1738246876.9469264,-5.626869474603008
1738246876.961062,-4.584344553356097
1738246876.9799168,-3.446133668291016
1738246876.99662,-2.2345796953101624
1738246877.011776,-1.0095312190245425
1738246877.029707,0.11325012277015555
1738246877.0470412,1.1536921134727744
1738246877.061212,2.1095459821283224
1738246877.0807767,3.0492884127431354
1738246877.0971758,3.6484422068033413
1738246877.1118796,3.638784753633724
1738246877.1303215,4.2041012220497676
1738246877.1474457,4.591943424970045
1738246877.1624706,4.72418204252983
1738246877.1810865,4.530181942772577
1738246877.1977398,4.446291890893219
1738246877.212702,4.6195094272459984
1738246877.2312818,4.937458967766755
1738246877.2480493,4.805395362712346
1738246877.262895,4.580580267316633
1738246877.2815096,4.056311104377191
1738246877.2980947,4.093348681391012
1738246877.312948,4.1721173847959125
1738246877.331317,3.8131033844562783
1738246877.3479958,2.6152405493394144
1738246877.3627408,1.983660708521223
1738246877.3814607,1.0822064998344052
1738246877.3978047,0.7518298391053493
1738246877.413378,0.5626150885462309
1738246877.4316401,0.29408785049523395
1738246877.448322,-0.6361937262058474
1738246877.4631846,-1.7369029584183477
1738246877.4817092,-2.7836348689542323
1738246877.4981153,-3.1730554637023625
1738246877.5131342,-3.3182131214501385
1738246877.5322866,-3.173982767545884
1738246877.5485687,-2.5138243514498617
1738246877.5631087,-2.1047830740671114
1738246877.5819142,-1.4556631295238267
1738246877.59857,-1.5352832604635926
1738246877.613632,-1.4438171127362185
1738246877.6327982,-1.7004172696071764
1738246877.6489716,-1.7524223143571682
1738246877.6642175,-1.5299392907553664
1738246877.6826756,-1.1320864885660833
1738246877.6990292,-0.7098904277506703
1738246877.7139742,-0.7244484593170253
1738246877.7324798,-0.8811399506129873
