Time,Phase_Change_Indices
1738246876.6787183,0.0
1738246876.695833,4.545454545454546
1738246876.709787,9.090909090909092
1738246876.7275653,9.09090909090909
1738246876.7456417,9.090909090909092
1738246876.7602315,9.090909090909093
1738246876.7779534,9.09090909090909
1738246876.795153,9.09090909090909
1738246876.8097477,9.090909090909093
1738246876.8281643,9.090909090909093
1738246876.8456523,9.090909090909093
1738246876.8604991,9.090909090909086
1738246876.8796377,-45.45454545454546
1738246876.8962193,-50.0
1738246876.9113424,0.0
1738246876.929982,0.0
1738246876.9469264,0.0
1738246876.961062,0.0
1738246876.9799168,0.0
1738246876.99662,0.0
1738246877.011776,0.0
1738246877.029707,0.0
1738246877.0470412,0.0
1738246877.061212,0.0
1738246877.0807767,0.0
1738246877.0971758,0.0
1738246877.1118796,0.0
1738246877.1303215,0.0
1738246877.1474457,0.0
1738246877.1624706,0.0
1738246877.1810863,0.0
1738246877.1977398,0.0
1738246877.212702,0.0
1738246877.2312818,0.0
1738246877.2480493,0.0
1738246877.262895,0.0
1738246877.2815096,0.0
1738246877.2980947,0.0
1738246877.312948,0.0
1738246877.331317,0.0
1738246877.3479958,0.0
1738246877.3627408,0.0
1738246877.381461,0.0
1738246877.3978047,0.0
1738246877.413378,0.0
1738246877.43164,0.0
1738246877.448322,0.0
1738246877.4631846,0.0
1738246877.4817092,0.684931506849315
1738246877.4981153,1.36986301369863
1738246877.5131342,1.3698630136986298
1738246877.5322866,1.36986301369863
1738246877.5485687,1.3698630136986303
1738246877.5631087,1.3698630136986298
1738246877.5819142,1.3698630136986298
1738246877.59857,1.3698630136986303
1738246877.613632,1.3698630136986303
1738246877.6327982,1.3698630136986303
1738246877.6489716,1.3698630136986303
1738246877.6642177,1.3698630136986294
1738246877.6826756,1.3698630136986294
1738246877.6990292,1.3698630136986303
1738246877.7139742,1.3698630136986303
1738246877.7324798,1.3698630136986303
1738246877.748912,1.3698630136986303
1738246877.7643256,1.3698630136986303
1738246877.7826903,1.3698630136986303
1738246877.7990518,1.3698630136986303
1738246877.813907,1.3698630136986303
1738246877.8327832,1.3698630136986303
1738246877.849274,1.3698630136986303
1738246877.8642304,1.3698630136986285
1738246877.8831432,1.3698630136986303
1738246877.8988593,1.3698630136986303
1738246877.9143996,1.3698630136986303
1738246877.9328718,1.3698630136986303
1738246877.949951,1.3698630136986303
1738246877.9643612,1.3698630136986303
1738246877.9828768,1.3698630136986303
1738246878.000079,1.3698630136986303
1738246878.0141249,1.3698630136986267
1738246878.032442,1.3698630136986303
1738246878.05025,1.3698630136986303
1738246878.0643532,1.3698630136986303
1738246878.0825508,1.3698630136986303
1738246878.1002753,1.3698630136986303
1738246878.1143491,1.3698630136986303
1738246878.1330252,1.3698630136986303
1738246878.1501334,1.3698630136986303
1738246878.164467,1.3698630136986303
1738246878.1828113,1.3698630136986303
1738246878.1996214,1.3698630136986303
1738246878.2148528,1.3698630136986303
1738246878.2333746,1.3698630136986303
1738246878.250596,1.3698630136986338
1738246878.2652807,1.3698630136986267
1738246878.2842944,1.3698630136986267
1738246878.3000414,1.3698630136986338
1738246878.3148358,1.3698630136986267
1738246878.333268,1.3698630136986267
1738246878.3501732,1.3698630136986338
1738246878.365475,1.3698630136986338
1738246878.3834636,1.3698630136986267
1738246878.4004798,1.3698630136986267
1738246878.4151888,1.3698630136986338
1738246878.4332142,1.3698630136986338
1738246878.4503517,1.3698630136986267
1738246878.4658206,1.3698630136986267
1738246878.48399,1.3698630136986338
1738246878.500348,1.3698630136986338
1738246878.5155375,1.3698630136986267
1738246878.5338645,1.3698630136986267
1738246878.5508263,1.3698630136986338
1738246878.5656383,1.3698630136986267
1738246878.584126,1.3698630136986267
1738246878.6007404,1.3698630136986338
1738246878.6161056,1.3698630136986338
1738246878.6336915,1.3698630136986267
1738246878.6506896,1.3698630136986267
1738246878.6657965,1.3698630136986338
1738246878.683874,1.3698630136986338
1738246878.7008812,-49.31506849315068
1738246878.715758,-50.0
1738246878.7336252,0.0
1738246878.7511992,0.0
1738246878.765948,0.0
1738246878.7846775,0.0
1738246878.8012097,0.0
1738246878.8161025,0.0
1738246878.8341436,0.0
1738246878.8512478,0.0
1738246878.8668225,0.0
1738246878.884647,0.0
1738246878.901282,0.0
1738246878.917369,0.0
1738246878.934222,0.0
1738246878.9518318,0.0
1738246878.966679,0.0
1738246878.9844708,0.0
1738246879.0023358,0.0
1738246879.017159,0.0
1738246879.0346348,0.0
1738246879.051845,0.0
1738246879.0677533,0.0
1738246879.0849752,0.0
1738246879.102357,0.0
1738246879.117844,0.0
1738246879.1348686,0.0
1738246879.1524775,0.0
1738246879.1677032,0.6756756756756757
1738246879.185202,1.3513513513513513
1738246879.2023258,1.3513513513513515
1738246879.2177885,1.3513513513513513
1738246879.234914,1.3513513513513509
1738246879.2523944,1.3513513513513518
1738246879.2682347,1.3513513513513518
1738246879.2851772,1.3513513513513509
1738246879.302218,1.3513513513513509
1738246879.318057,1.3513513513513509
1738246879.3348908,1.3513513513513518
1738246879.3528795,1.3513513513513526
1738246879.367731,1.3513513513513518
1738246879.385399,1.3513513513513509
